txn_id,date,customer_id,customer_name,contact_email,tier,plan,amount,type,payment_method,region,notes
TXN-202608-0185,2026-08-13,CUST-1265,Mosaic Collective,billing@mosaiccollective.example,Starter,Starter Monthly,479,renewal,Corporate Card,Northeast,
TXN-202608-0186,2026-08-24,CUST-1266,Nook Works,billing@nookworks.example,Starter,Starter Monthly,547,renewal,Corporate Card,West,
TXN-202608-0187,2026-08-01,CUST-1267,Nook Labs,billing@nooklabs.example,Starter,Starter Monthly,355,renewal,Corporate Card,Southeast,
TXN-202608-0188,2026-08-05,CUST-1268,Nook Collective,billing@nookcollective.example,Starter,Starter Monthly,404,renewal,Corporate Card,Midwest,
TXN-202608-0189,2026-08-21,CUST-1269,Orbit Works,billing@orbitworks.example,Starter,Starter Monthly,394,renewal,Corporate Card,West,
TXN-202608-0190,2026-08-11,CUST-1270,Orbit Labs,billing@orbitlabs.example,Starter,Starter Monthly,479,renewal,Corporate Card,Midwest,
TXN-202608-0191,2026-08-02,CUST-1271,Orbit Collective,billing@orbitcollective.example,Starter,Starter Monthly,329,renewal,Corporate Card,Northeast,
TXN-202608-0192,2026-08-12,CUST-1272,Patch Works,billing@patchworks.example,Starter,Starter Monthly,620,renewal,ACH,Midwest,
TXN-202608-0193,2026-08-06,CUST-1273,Patch Labs,billing@patchlabs.example,Starter,Starter Monthly,328,renewal,Corporate Card,Midwest,
TXN-202608-0194,2026-08-24,CUST-1274,Patch Collective,billing@patchcollective.example,Starter,Starter Monthly,619,renewal,Corporate Card,Southwest,
TXN-202608-0195,2026-08-01,CUST-1275,Peak Works,billing@peakworks.example,Starter,Starter Monthly,264,renewal,Corporate Card,Midwest,
TXN-202608-0196,2026-08-04,CUST-1276,Peak Labs,billing@peaklabs.example,Starter,Starter Monthly,526,renewal,Corporate Card,West,
TXN-202608-0197,2026-08-20,CUST-1286,Relay Collective,billing@relaycollective.example,Starter,Starter Monthly,396,new,ACH,West,
TXN-202608-0198,2026-08-05,CUST-1287,Roam Works,billing@roamworks.example,Starter,Starter Monthly,264,new,ACH,Southwest,
TXN-202608-0199,2026-08-15,CUST-1288,Roam Labs,billing@roamlabs.example,Starter,Starter Monthly,326,new,ACH,Northeast,
TXN-202608-0200,2026-08-14,CUST-1289,Roam Collective,billing@roamcollective.example,Starter,Starter Monthly,556,new,Corporate Card,Midwest,
TXN-202608-0201,2026-08-05,CUST-1290,Sprout Works,billing@sproutworks.example,Starter,Starter Monthly,675,new,Corporate Card,Southwest,
TXN-202608-0202,2026-08-18,CUST-1291,Sprout Labs,billing@sproutlabs.example,Starter,Starter Monthly,585,new,Corporate Card,West,
TXN-202608-0203,2026-08-15,CUST-1292,Sprout Collective,billing@sproutcollective.example,Starter,Starter Monthly,439,new,Corporate Card,Southeast,
TXN-202608-0204,2026-08-06,CUST-1293,Studio Works,billing@studioworks.example,Starter,Starter Monthly,529,new,Corporate Card,Midwest,
TXN-202608-0205,2026-08-06,CUST-1294,Studio Labs,billing@studiolabs.example,Starter,Starter Monthly,683,new,Corporate Card,Midwest,
TXN-202608-0206,2026-08-09,CUST-1295,Studio Collective,billing@studiocollective.example,Starter,Starter Monthly,379,new,Corporate Card,Southwest,
TXN-202608-0207,2026-08-12,CUST-1296,Tandem Works,billing@tandemworks.example,Starter,Starter Monthly,357,new,ACH,West,
TXN-202608-0208,2026-08-10,CUST-1297,Tandem Labs,billing@tandemlabs.example,Starter,Starter Monthly,603,new,Corporate Card,Midwest,
TXN-202608-0209,2026-08-04,CUST-1298,Tandem Collective,billing@tandemcollective.example,Starter,Starter Monthly,468,new,Corporate Card,Midwest,
TXN-202608-0210,2026-08-17,CUST-1299,Thrive Works,billing@thriveworks.example,Starter,Starter Monthly,683,new,Corporate Card,Southeast,
